title,title_Link,answer,time,回答者,f_light,ml_10
用第一人称写爬山虎的脚,http://zhidao.baidu.com/question/1951804606694883828.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：用第一人称写爬山虎的脚,2017-09-18,百度知道客户端,2个回答,86
26课那片绿绿的爬山虎好词是什么,http://zhidao.baidu.com/question/1798726598874944067.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：26课那片绿绿的爬山虎好词是什么,2018-02-14,cn#auukukkfua,5个回答,57
四年级上册学习辅导26 课《那片绿绿的爬山虎》的答案,http://zhidao.baidu.com/question/2203172521592311988.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：[人教版课标本第七册课文] 26 那片绿绿的爬山虎 1963年，我上初三，写了一篇作文叫《一张画像》，经我的语文老师推荐，在北京市少年儿童征文比赛中获了奖。 一天，语文老师拿着一个厚厚的大本子对我说：“你的作文要印成书了，你知道是谁替你修改...,2014-12-19,作业帮,7个回答,103
四年级上册语文观察日记写爬山虎是怎么长的三百个字,http://zhidao.baidu.com/question/1770537845387356300.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：小区楼房西边的山墙上长满了爬山虎，从一楼直到六楼。 爬山虎的叶子在墙上铺得那么均匀，叶尖一顺朝下，每片叶子边上都有锯形的条纹。每片叶子都是无瓣的，像我们的手掌。爬山虎的叶子有的是绿色的，有的是红的，就像枫叶一样，放眼望去，就像穿...,2016-09-26,qqq2802497693,1个回答,106
在阳台爬山虎用花盆种植的土要多少?,http://zhidao.baidu.com/question/278496498.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：阳台种植只需5-10升的花盆或泡沫盒即可，装4/5的土。 或用陶粒、蛭石做基质的无土栽培。 要频浇水，水要加入千分之一的N、P、K复合肥。 【注意：爬上虎遮窗户】,2017-09-10,sh5215125,4个回答,4
爬山虎能不能种在室内,http://zhidao.baidu.com/question/1703380719535523740.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不能，光照条件满足不了 爬山虎是一种多年生的大型落叶木质藤本植物，这种植物的形态与野葡萄藤比较类似，一般喜爱依附或攀缘在墙壁岩石上，藤茎非常长且韧性足，长度可以达到18公尺，也就是大约60尺，花期一般在夏季且花朵小并成簇不显，花朵为...,2017-09-18,Amber_mon,4个回答,23
以第一称写爬山虎的脚的作文,http://zhidao.baidu.com/question/1050841846478469019.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：嗨，大家好！我是爬山虎的脚，你们可别小瞧我，我厉害着呢！不信，你看。 我的家长在爬山虎的茎上，茎上长叶柄的地方反过来伸出六。七根细丝，每根细丝像蜗牛的触角，细丝跟新叶子一样，也是嫩红的，这就是我。 如果我不触着墙，我就萎了，连痕...,2017-11-22,cn#BakfuaVkuf,5个回答,109
爬山虎的脚和叶子有什么关系,http://zhidao.baidu.com/question/1180024651948923459.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的脚和叶子有什么关系,2017-09-23,百度知道客户端,1个回答,3
《爬山虎的脚》一课细致的描写了爬山虎的什么特点？,http://zhidao.baidu.com/question/814463910681240092.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的脚一课细致地描写了爬山虎（ ），爬山虎的（ ），爬山虎脚的（ ）,2018-01-18,babvvying,1个回答,13
为什么爬山虎一到秋天就变成了红色？,http://zhidao.baidu.com/question/616765116180017492.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎一到秋天就变成了红色的原因：到了秋天，由于气温不断下降、光照时间减少，叶子合成叶绿素的能力也不断下降，合成的叶绿素越来越少，直至完全消失。 爬山虎叶子中除了含有叶绿素外，还含有红色的花青素、黄色的胡萝卜素和类胡萝卜素等色素...,2017-04-03,yzwb我爱我家,3个回答,64
那片绿绿的爬山虎表达了作者什么之情,http://zhidao.baidu.com/question/1542283061193126627.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：用借景抒情的表达方式表达了作者对叶老先生由衷的感激于钦佩之情。文章通过两次具体描写叶老家院子里那片绿绿的爬山虎，情景交融，让人不禁发出景美人更美的感叹！通过对叶老先生的钦佩来表示对自己未来写作的向往之情。,2017-11-21,孩孩优,1个回答,91
爬山虎的脚是按什么顺序写的,http://zhidao.baidu.com/question/1865786658162085987.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：先总的写出了这种植物爬山虎，再分别写它的叶子，脚。 按从整体到局部顺序,2017-06-18,,3个回答,8
爬山虎的叶子为什么到了秋天就会变红,http://zhidao.baidu.com/question/536760167.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：其他树叶也是，到了秋天有的红色，有的金黄色，然后掉落。这是因为叶绿素被根茎带了回去，叶绿素主要是植物制造营养的重要组成部分，天冷了，植物无法制造营养，只能先撤回叶绿素舍弃叶子进入休眠。这个时候叶子里只存有葡萄糖，蛋白质之类的残...,2017-12-16,奔向天空,4个回答,156
张家界爬山虎怎么样,http://zhidao.baidu.com/question/1500755150882765219.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：准备过段时间去张家界自驾游，在网上看到了很多方面的自助游，有个叫做...,2018-01-15,妈妈最爱的果果,2个回答,21
地锦和爬山虎的区别是什么？,http://zhidao.baidu.com/question/750719961278247172.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎又叫爬墙虎或地锦，葡萄科地锦属的爬藤植物，夏季开花，花很小，黄绿色，几乎不注意，秋天结果，浆果是黑紫色的。爬山虎以单叶为主，也有裂成二叶或三叶，但最多一柄三叶。有随生根和吸盘，能牢固地附着在平直的砖墙、水泥墙和石坡上。不...,2017-12-18,愛的心,1个回答,1
爬山虎叶子好看是因为颜色,http://zhidao.baidu.com/question/1756507425977111028.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎叶子好看是因为颜色,2015-09-29,倾听雨落的心碎,1个回答,7
关于爬山虎奋斗精神的故事,http://zhidao.baidu.com/question/14224389.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：给你参考,你可以有所删减: 一棵爬山虎的故事 在一幢很高的楼房底下，长着一些绿色的爬山虎。他们挨挨挤挤地长在一起已经有一个春天了。每天太阳一出来，这些爬山虎就要鼓足力气攀着墙壁爬啊爬，大家都很努力，可是到了傍晚的时候，还是有些爬山...,2017-09-18,落雁无痕,1个回答,171
什么季节适合种植爬山虎？怎样种植？,http://zhidao.baidu.com/question/917966861133159019.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我想在院子的墙边种上爬山虎！可是对它的种植方法不太了解！,2018-12-20,戒为良药23,6个回答,5
爬山虎有多少种类？,http://zhidao.baidu.com/question/539190537.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：【种类】 东南爬山虎P.austro—orientalis，叶小，5枚。聚伞花序与叶对生。产福建、广东。 花叶爬山虎P.henryana,幼枝四棱。幼叶绿色，背面有白斑或带紫色。花序圆锥状。产湖北、陕西。 三叶爬山虎P.himalayana，叶小，3枚。聚伞花序。产四川。 ...,2013-04-08,,3个回答,28
爬山虎该怎么种？,http://zhidao.baidu.com/question/562122681.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：现在我的墙还是空的 想让它爬上去 幼株已经出来了 在花盆里,2017-12-15,,2个回答,8
怎样才能让爬山虎长得更快？,http://zhidao.baidu.com/question/487925144395334372.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：想让爬山虎长得更快就必须定期进行修剪和施肥。 爬山虎是多种植物的别称。捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，呈黄绿色，浆果紫黑色。 常见攀缘在墙壁岩石上。爬山虎的根茎可入药...,2018-03-30,晓晓江苏,4个回答,9
爬山虎怎么画才好看？,http://zhidao.baidu.com/question/583946671.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我们的前一课教了“爬山虎的脚”老师说下一次考试要考到！可我怎么也画不...,2013-08-23,,5个回答,45
爬山虎全国有多少种类，中国有多少,http://zhidao.baidu.com/question/325116639.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：世界：15种；中国：10种。 爬山虎多攀援于岩石、大树、墙壁上和山上。原产于亚洲东部、喜马拉雅山区及北美洲，后引入其他地区，朝鲜、日本也有分布。我国河南、辽宁、河北、陕西、山东、江苏、安徽、浙江、江西、湖南、湖北、广西、广东、四川、...,2011-10-04,626520430,4个回答,23
爬山虎有多少种？,http://zhidao.baidu.com/question/26426448.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎有多少种？,2016-03-08,林魂树痴,3个回答,13
如何让爬山虎长的快?,http://zhidao.baidu.com/question/96335824.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：平时注意施肥，并适当浇水，在适度遮阴的情况下爬山虎生长较好,当然也要注意它的牵引顶端长势，一般来说，它的侧枝萌发能力较强，只要爬山虎顶端枝尖长好了，就没问题！,2017-09-27,雪艳花卉,3个回答,15
那片绿绿的爬山虎中 我小小的心被什么融化了,http://zhidao.baidu.com/question/716014470662723205.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：我小小的心被叶圣涛亲切之中蕴含的认真。简朴之中包含的期待。把我小小的心融化了。,2019-01-13,cn#afBVGpfGQu,3个回答,1
“你的手指不费一点儿劲，不能拉下爬山虎的一根茎”...,http://zhidao.baidu.com/question/693834166937832044.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：你的手指不费一点儿茎，怎么可能拉下爬山虎的一根筋呢？ 问题:你的手指不费一点儿劲休想拉下爬山虎的一根茎（改为反问句）,2018-10-14,cn#GfpBfVBpak,3个回答,4
爬山虎的枝条能泡出须根吗,能活吗,http://zhidao.baidu.com/question/435900016442251764.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的枝条能泡出须根吗,能活吗,2017-06-07,荣荣和平,1个回答,2
爬山虎刚长出来的叶子是嫩红的这句怎么缩句,http://zhidao.baidu.com/question/484361489.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎刚长出来的叶子是嫩红的。 缩句应为：叶子是嫩红的。 【注】“爬山虎刚长出来的”作定语，删掉。 这是人教版小学四年级课程练习的作业，呵呵！ 愿对你有所帮助！,2017-12-15,不随意123456,4个回答,631
爬山虎的脚这一课，爬山虎的叶尖为什么一顺儿朝下,http://zhidao.baidu.com/question/2051750492716843387.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为爬山虎的茎上有去多小叶子，每片叶子上长叶柄的地方的反面都有脚，每个脚都在这样拉着茎和叶子往上爬，所以爬山虎能够爬满墙，而且“叶尖”一顺儿朝下,2017-11-26,诺受3VTU,1个回答,350
《那片绿绿的爬山虎》中的叶圣陶先生是一个怎么样...,http://zhidao.baidu.com/question/1239527743490836179.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：叶圣陶（1894年10月28日－1988年2月16日）原名叶绍钧，汉族人。字秉臣。江苏苏州人，著名作家、教育家、编辑家、文学出版家和社会活动家。叶圣陶曾担任多项职务。解放后，叶圣陶曾担任出版总署副署长、人民教育出版社社长、教育部副部长。他也是...,2015-01-05,cn#BBVkLaBGVa,1个回答,32
小学语文四年级上册爬山虎的脚课文,http://zhidao.baidu.com/question/553075838008943292.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：学校操场北边墙上满是爬山虎。我家也有爬山虎，从小院的西墙爬上去，在房顶上占了一大片地方。 爬山虎刚长出来的叶子是嫩红的，不几天叶子长大，就变成嫩绿的。爬山虎的嫩叶，不大引人注意，引人注意的是长大了的叶子。那些叶子绿得那么新鲜，看...,2017-12-15,杨典儒1,1个回答,1425
爬山虎是草本植物还是木本植物？？？准确点的答案,http://zhidao.baidu.com/question/502466993.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：草本植物，可分为一年生、二年生和多年生几种，还包括草质藤本（如丝瓜，黄瓜等） 木本植物，主要包括乔木、灌木、木藤本三种类型。 显然，爬山虎属于木质藤本，所以本质上属于木本植物。而我们常见的竹子却是多年生的草本植物，这点很出人意料！,2017-11-25,yulang1314go,5个回答,82
那片绿绿的爬山虎从文中哪些地方可以看出叶老的伟...,http://zhidao.baidu.com/question/2076412892186431028.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：体现了野生陶先生平易近人,一丝不苟以及待人诚恳和对孩子的关爱 文中有一句“叶老先生见了我,像会见大人一样同我握了握手,一下子让我觉得距离缩短不少.”见了名人一般都会很激动,作者之所以写着句话,是因为想更明确地表现叶老先生的慈祥. 而且小孩...,2016-09-14,shyangel1,1个回答,9
《爬山虎的脚》片段中的几个动词能调换顺序吗？为什么,http://zhidao.baidu.com/question/1576480685973924500.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：这篇课文细致地描写了爬山虎生长的地方,爬山虎的叶子,爬山虎脚的形状和特点,以及它是如何一步一步往上爬的.读后使我们也产生了探究的愿望,激起我们留心观察周围事物的强烈兴趣. 课文第2自然段写爬山虎的叶子.从刚长出来到长大,叶子的颜色从嫩红...,2017-09-21,风淡云静4,1个回答,30
那片绿绿的爬山虎读短文用自己的话说说我一下子愣...,http://zhidao.baidu.com/question/1862403623628116307.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为上面有着叶圣陶先生的亲笔修改，非常详细，一位作家竟然为一位学生这么精心的修改，所以使我翻开看愣住了,2018-01-09,双枪老椰子,5个回答,333
爬山虎种植间距多少合适,http://zhidao.baidu.com/question/813472597115850932.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：一、爬山虎种植间距5米左右。 1、经过几年也可以爬满墙面的,以使得爬墙虎很快爬满墙面没有固定的间距,如果土地不够肥沃,种植太多,种少的话,可以慢慢的长，一般根据土壤的肥沃程度来决定种植间距,可以多种几棵。 2、如果土地肥沃,并且要经过较长...,2017-02-10,江淮一楠0,1个回答,2
想让爬山虎爬立面水泥墙和顶棚需要用绳索引导吗？...,http://zhidao.baidu.com/question/262712169334872845.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：顶棚应该不用引导，立面水泥墙应该有引导不然比较费劲，毕竟水泥墙比较光滑，户外风大就容易把爬山虎刮下来的，虽然它是攀爬高手。,2013-10-20,黑岩の爱0452,1个回答,
爬山虎是一种什么植物？它的花和牵牛花是一回事吗?,http://zhidao.baidu.com/question/50396673.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不是一回事。 爬山虎：多年生大型落叶木质藤本植物。树皮有皮孔，髓白色。枝条粗壮，卷须短，多分枝，顶端有吸盘。叶互生，花枝上的叶宽卵形，长8～18cm，宽6～16cm，常3裂，或下部枝上的叶分裂成3小叶，幼枝上的叶较小，常不分裂。聚伞花序常着...,2017-11-25,h88y,5个回答,39
薜荔，又名“木莲”与爬山虎是同一种植物吗？,http://zhidao.baidu.com/question/6774944.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 生态习性 地锦别名爬山虎、爬墙虎。葡萄科爬山虎属。落叶滕本，分枝多，卷须短，具气生根；叶互生、广卵形，3裂，先端为粗锯齿状分裂，宽10－20厘米；色浴黄绿色，聚伞花序，6－7月开花，果实形，9月成熟，蓝黑色。地锦原产我国和日本，...,2006-05-03,yakill,1个回答,1
阅读课文选段，回答问题。　　爬山虎刚长出来的叶...,http://zhidao.baidu.com/question/2011447926728000188.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：阅读课文选段，回答问题。爬山虎刚长出来的叶子是（）的，不几天叶子长...,2014-09-28,文字控517,2个回答,7
请问爬山虎有一直是绿色不会枯的吗？求图片,http://zhidao.baidu.com/question/625402367870633764.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎（地锦）的生长范围非常广泛，分布在从热带、温带直到寒带的广大地域。在寒带和温带地区，到了秋季它们会集中落叶，到次年春季重新发芽长叶，在冬季只有光秃的枯藤，不可能常绿。而在热带地区，它们的落叶是分散持续进行的，新叶的生长也...,2015-07-14,zxl5,4个回答,7
“爬山虎的脚”写出比喻句，再仿写一个比喻,http://zhidao.baidu.com/question/1771407256025978820.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：1、爬山虎的脚像蛟龙的爪子。 2、爬山虎的脚像铁丝一样牢固。 3、爬山虎的脚像老鹰的爪子一样锋利。 4、爬山虎的脚像壁虎一样抓在墙上。 5、圆圆的月亮像圆盘似的挂在空中。 比喻句：就是 打比方，用浅显、具体、生动的事物来代替抽象、难理解的...,2017-12-10,花樱童话,2个回答,6
爬山虎向上爬的动作使用了“巴”这个词，用这个词有...,http://zhidao.baidu.com/question/1866006333494755387.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答： 1、运用了拟人的修辞手法，生动形象的写出了爬山虎的生长过程。 2、表现了作者对爬山虎的喜爱与赞美之情。 造句： 1、夏天树木枝繁叶茂，爬山虎向上巴，努力地攀登着，好像能爬上高楼顶层似的。粗大的树干上有几只小知了，它们的叫声引来了歌唱...,2018-01-16,计丹田乖裙,1个回答,7
叶老对爬山虎进行了认真细致的观察爬山虎写的具体...,http://zhidao.baidu.com/question/496450817831881284.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为叶老对爬山虎进行了认真细致的观察，所以写得具体。,2017-11-26,作业帮,11个回答,43
爬山虎的脚是一脚一脚地往上爬的,可以把"一脚一脚"...,http://zhidao.baidu.com/question/117408971.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎并不像动物那样用脚交替着往上爬，而是长一只脚就巴住墙，越往高处爬，就要不断地长出新脚。,2017-11-22,小魔仙Angela,8个回答,427
《那片绿绿的爬山虎》一文中，叶老先生是怎样的一个人,http://zhidao.baidu.com/question/1886869941964444388.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：叶圣陶爷爷是一个和蔼可亲的人.因为文中有一句“叶老先生见了我,像会见大人一样同我握了握手,一下子让我觉得距离缩短不少.”见了名人一般都会很激动,作者之所以写着句话,是因为想更明确地表现叶老先生的慈祥.而且小孩和大人不同,何况是名人.难免语...,2017-01-02,依然未央,1个回答,8
有哪些植物跟爬山虎相似？,http://zhidao.baidu.com/question/1308485437845431859.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：植物跟爬山虎相似的有：簕杜鹃、金银花、大花老鸦嘴、变色牵牛花、何首乌、珠帘藤、美丽桢桐、龙吐珠、白花油麻藤（禾雀花）、五爪金龙、澎蜞菊、鹰爪花、玉叶金花、扁担藤、酸叶胶藤、大叶双腺藤、使君子、珊瑚藤、凌霄、紫藤等等。 常青藤等的...,2017-12-15,草莓与喵喵,1个回答,1
爬山虎的脚触着墙的时候，六七根细丝的头上就变成...,http://zhidao.baidu.com/question/1961301527826360420.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的脚触着墙的时候，六七根细丝的头上就变成小圆片，巴住墙 。细丝...,2016-01-18,文余兔,1个回答,50
《那片绿绿的爬山虎》“他亲切之中蕴含的认真，质朴...,http://zhidao.baidu.com/question/484524941.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：《那片绿绿的爬山虎》“他亲切之中蕴含的认真，质朴之中包容的期待。”叶...,2012-10-07,将相棋牌,3个回答,70
那片绿绿的爬山虎的作者肖复兴的简介,http://zhidao.baidu.com/question/129501348.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：急，急，急！！！！！！！,2017-10-04,枫叶1314sks,10个回答,90
阅读下面材料，按要求作文。新春，小爬山虎要长大...,http://zhidao.baidu.com/question/433208926709827844.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：阅读下面材料，按要求作文。新春，小爬山虎要长大了。妈妈告诉他屋顶上...,2016-12-01,血刺弹头tdW,1个回答,6
学完爬山虎的脚 可以进行哪些文章的拓展,http://zhidao.baidu.com/question/1642580155343328940.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：作者：马尚菊 宋代画院考试，要考生画“踏花归去马蹄香”，香无形，怎么画？于是有人借形，借蜜蜂蝴蝶围着马蹄翻飞来表现，这种“化无形为有形”的构思让人不能不拍手叫好。 这使我茅塞顿开，原来在写作中也不乏“化无形为有形”的范例。 风是无形的。,2016-08-18,pigqnnqpcc,1个回答,
《那片绿绿的爬山虎》是不是写景,http://zhidao.baidu.com/question/1575339943140444260.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不是。 《那片绿绿的爬山虎》是作家肖复兴在1992年为了纪念叶圣陶先生写的回忆文章。 叶老先生对我的谆谆教诲使我终生受用，难以忘怀。虽然时间已经过去将近三十年了，但当时的情景如在眼前。一想起叶圣陶先生，就仿佛又看到了初到他家时看到的...,2014-12-15,XHJ北极星以北,3个回答,19
为什么爬山虎的叶子会卷起来?,http://zhidao.baidu.com/question/1673917312228405547.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：为什么爬山虎的叶子会卷起来?,2017-09-15,百度知道客户端,1个回答,1
请问海边有什么攀援类(如爬山虎这样的)植物。也即...,http://zhidao.baidu.com/question/490237092878549372.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：牛、菜豆、兔丝子的茎有缠绕性；葡萄茎有卷须、蔷薇茎上有钩状刺等。,2015-08-14,百度知道客户端,2个回答,2
院里那一墙的爬山虎，绿得沉郁，如同一片浓浓的湖...,http://zhidao.baidu.com/question/2076607061785981508.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：仿写： 院里那一墙的爬山虎，绿得沉郁，如同一片浓浓的湖水。 稻田那一片的水稻，黄得发亮，如同一望无际的金浪。,2017-12-16,001chyz,4个回答,163
爬山虎对建筑墙体、墙面是否有影响？还有无其它有...,http://zhidao.baidu.com/question/162246832.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：公司庭院里养殖的爬山虎已经爬到三楼了，今日有听说爬上虎会吸收墙体养...,2017-11-23,浙大阿米巴,2个回答,53
墙上长满了爬山虎。怎么扩句,http://zhidao.baidu.com/question/1821411102311231908.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：墙上长满了爬山虎。怎么扩句,2018-02-17,云山雾海syf,1个回答,37
爬山虎科技股份有限公司怎么样？,http://zhidao.baidu.com/question/1117263042003610219.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎科技股份有限公司是2009-08-27在江苏省扬州市注册成立的股份有限公司(非上市、自然人投资或控股)，注册地址位于扬州开发区扬子江中路186号智谷大厦B座23-24楼。 爬山虎科技股份有限公司的统一社会信用代码/注册号是91321091693394232E，企...,2019-02-04,百度企业信用,1个回答,1
爬山虎移栽后根断了怎么办,http://zhidao.baidu.com/question/1961153031021005380.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：要看断多少了啦，如果主根在，细根断了一点没有关系。。如果主根断一半也没事，，全断了了就扔了吧。。。以上是长景园林的回答，希望能帮助到你。,2016-04-11,akwgb314,3个回答,1
什么样子的爬山虎种在家里不招蛇来?,http://zhidao.baidu.com/question/367810602159539764.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：家里要种些绿色植物 爬山虎漂亮 但是招虫子 怎么办,2017-10-12,songjingoak,2个回答,53
为什么课文介绍爬山虎的脚，还要描写它的叶,http://zhidao.baidu.com/question/1929934157336506067.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎（boston ivy）又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常见攀缘在墙壁岩石上。爬山虎的根茎可入药，破瘀血、消肿毒；果可酿酒，但它的根会分泌酸性物...,2017-09-29,77年的鱼,2个回答,2
还有什么植物叶子和爬山虎的叶子一样,http://zhidao.baidu.com/question/245562878582831804.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：还有什么植物叶子和爬山虎的叶子一样,2017-09-11,,4个回答,1
院里那一墙的爬山虎,绿得沉郁,如同一片浓浓的湖水,...,http://zhidao.baidu.com/question/506842132.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：院里那一墙的爬山虎,绿得沉郁,如同一片浓浓的湖水,映在客厅的玻璃窗上 山坡上那一片的枫树林,红得热烈,如同一片红色的彩绸,挂在高大的墙壁上,2017-12-16,xjdnxs,4个回答,187
爬山虎的品质为话题,写一篇议论文800字,http://zhidao.baidu.com/question/1304497098443479099.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：（1）联系工作实际 选题要结合我国行政管理实践（特别是自身工作实际），提倡选择应用性较强的课题，特别鼓励结合当前社会实践亟待解决的实际问题进行研究。建议立足于本地甚至是本单位的工作进行选题。选题时可以考虑选些与自己工作有关的论题...,2015-12-02,国涛期刊网老赵,1个回答,1
在我眼前，那片爬山虎，总是那么绿着，这句话怎么...,http://zhidao.baidu.com/question/555001126040441252.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：1、借物喻人,比喻叶圣陶老先生像爬山虎一样温和、质朴。 2、表示那片爬山虎和叶老先生都给肖复兴留下了深刻印象。 这句话的含义是：这句话不仅写实,而且蕴含着深刻的哲理.爬山虎的绿代表着叶老先生高尚的品质,激励着我前进. 希望能帮到你！,2015-12-31,快乐无限620,2个回答,200
爬山虎种子多久可以发芽，多久可以生长出效,http://zhidao.baidu.com/question/1546587501022854787.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎种子播种后，大概过了20天，种子便长出白色的芽， 在5月上旬左右，爬山虎种子便可以出苗了。,2017-12-05,77年的鱼,1个回答,1
自建房外墙用爬山虎做装饰可以吗,http://zhidao.baidu.com/question/1801610582011896267.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：自建房外墙用爬山虎做装饰可以吗说说优点和缺点,2017-09-03,百度知道客户端,5个回答,
院子四周的围墙想种点能攀爬的植物种此什么好呢？...,http://zhidao.baidu.com/question/50280077.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：请大家帮忙介绍一下是种籽还是种小苗．我还往院子里种点草就象有什么好...,2016-12-01,雪叶子123,3个回答,23
爬山虎和凌霄的区别是什么,http://zhidao.baidu.com/question/622755942465667172.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎和凌霄最大的区别就在于花的区分，爬山虎在夏季开花，而且花朵的颜色呈黄绿色，并且花朵不是很大，比较小巧。而凌霄如果不仔细的查看跟爬山虎是相同的，但是凌霄是在农历5月到秋末的时间开花，花色为橘红色，一到开花的季节场面非常壮观，...,2018-04-17,植物网,1个回答,1
